age,income,economic_status,employment,car_avail,bike_avail,pt_abo_avail,zone,dist_group,main_mode,share
,1500 - 1750,,,,,,,2000 - 5000,car,0.005184748710200023
,1500 - 1750,,,,,,,2000 - 5000,pt,0.006047177508139608
,1500 - 1750,,,,,,,2000 - 5000,ride,0.0027994585507646456
,1500 - 1750,,,,,,,2000 - 5000,walk,0.0012593513931917375
,1500 - 1750,,,,,,,5000 - 10000,bike,0.0022000701612693457
,1500 - 1750,,,,,,,5000 - 10000,car,0.004754255953914275
,1500 - 1750,,,,,,,5000 - 10000,pt,0.006681769435213479
,1500 - 1750,,,,,,,5000 - 10000,ride,0.0017691958278376102
,1500 - 1750,,,,,,,5000 - 10000,walk,0.00013601252647001678
,1500 - 1750,,,,,,,10000 - 20000,bike,0.0006780218322111625
,1500 - 1750,,,,,,,10000 - 20000,car,0.0035562158245251558
,1500 - 1750,,,,,,,10000 - 20000,pt,0.005848204125123525
,1500 - 1750,,,,,,,10000 - 20000,ride,0.0009735989317381154
,1500 - 1750,,,,,,,10000 - 20000,walk,2.883376434216404e-05
,1500 - 1750,,,,,,,20000+,bike,7.126654847311322e-05
,1500 - 1750,,,,,,,20000+,car,0.0018742484965747093
,1500 - 1750,,,,,,,20000+,pt,0.0021617314237523887
,1500 - 1750,,,,,,,20000+,ride,0.0005750588696413767
,1500 - 1750,,,,,,,20000+,walk,5.108720105335873e-06
,1750 - 2000,,,,,,,0 - 1000,bike,0.0067178265758733495
,1750 - 2000,,,,,,,0 - 1000,car,0.0016443745775495517
,1750 - 2000,,,,,,,0 - 1000,pt,0.0006347639511818513
,1750 - 2000,,,,,,,0 - 1000,ride,0.0007169257362618758
,1750 - 2000,,,,,,,0 - 1000,walk,0.03933485116907662
,1750 - 2000,,,,,,,1000 - 2000,bike,0.008152050486433715
,1750 - 2000,,,,,,,1000 - 2000,car,0.004225311216933274
,1750 - 2000,,,,,,,1000 - 2000,pt,0.003438650146231118
,1750 - 2000,,,,,,,1000 - 2000,ride,0.0016872388507783844
,1750 - 2000,,,,,,,1000 - 2000,walk,0.009260819906169159
,1750 - 2000,,,,,,,2000 - 5000,bike,0.008602811018913534
,1750 - 2000,,,,,,,2000 - 5000,car,0.00800009188813152
,1750 - 2000,,,,,,,2000 - 5000,pt,0.011140337233057778
,1750 - 2000,,,,,,,2000 - 5000,ride,0.0026609656368959665
,1750 - 2000,,,,,,,2000 - 5000,walk,0.0023240629944181793
,1750 - 2000,,,,,,,5000 - 10000,bike,0.004079566500004638
,1750 - 2000,,,,,,,5000 - 10000,car,0.008203760046135763
,1750 - 2000,,,,,,,5000 - 10000,pt,0.0134409195947012
,1750 - 2000,,,,,,,5000 - 10000,ride,0.0022062642805709396
,1750 - 2000,,,,,,,5000 - 10000,walk,0.00019875231682294135
,1750 - 2000,,,,,,,10000 - 20000,bike,0.0010968588586434617
,1750 - 2000,,,,,,,10000 - 20000,car,0.006035469215261987
,1750 - 2000,,,,,,,10000 - 20000,pt,0.009736162674202947
,1750 - 2000,,,,,,,10000 - 20000,ride,0.0010484171149128777
,1750 - 2000,,,,,,,10000 - 20000,walk,8.23288587870572e-05
,1750 - 2000,,,,,,,20000+,bike,0.0001302702360125811
,1750 - 2000,,,,,,,20000+,car,0.003088758605647785
,1750 - 2000,,,,,,,20000+,pt,0.0035409675263410414
,1750 - 2000,,,,,,,20000+,ride,0.0004556210703607894
,1750 - 2000,,,,,,,20000+,walk,4.558680440707136e-05
,2000 - 2500,,,,,,,0 - 1000,bike,0.007942882074298139
,2000 - 2500,,,,,,,0 - 1000,car,0.0020453333467870508
,2000 - 2500,,,,,,,0 - 1000,pt,0.0005129349020991377
,2000 - 2500,,,,,,,0 - 1000,ride,0.0006607267068242819
,2000 - 2500,,,,,,,0 - 1000,walk,0.04299370839707726
,2000 - 2500,,,,,,,1000 - 2000,bike,0.00972028419138185
,2000 - 2500,,,,,,,1000 - 2000,car,0.004787462667477839
,2000 - 2500,,,,,,,1000 - 2000,pt,0.003611218938409791
,2000 - 2500,,,,,,,1000 - 2000,ride,0.0017371038605193101
,2000 - 2500,,,,,,,1000 - 2000,walk,0.009277528655162428
,2000 - 2500,,,,,,,2000 - 5000,bike,0.011896299169238853
,2000 - 2500,,,,,,,2000 - 5000,car,0.011516982257427024
,2000 - 2500,,,,,,,2000 - 5000,pt,0.01197162203688685
,2000 - 2500,,,,,,,2000 - 5000,ride,0.004380899103949503
,2000 - 2500,,,,,,,2000 - 5000,walk,0.0021110665870554173
,2000 - 2500,,,,,,,5000 - 10000,bike,0.0060641744993731456
,2000 - 2500,,,,,,,5000 - 10000,car,0.011676217463738623
,2000 - 2500,,,,,,,5000 - 10000,pt,0.015470048688471329
,2000 - 2500,,,,,,,5000 - 10000,ride,0.0026023744569246094
,2000 - 2500,,,,,,,5000 - 10000,walk,0.0003353731213120175
,2000 - 2500,,,,,,,10000 - 20000,bike,0.0013657829370958144
,2000 - 2500,,,,,,,10000 - 20000,car,0.009048981063293571
,2000 - 2500,,,,,,,10000 - 20000,pt,0.012698271975672906
,2000 - 2500,,,,,,,10000 - 20000,ride,0.0015382440244773017
,2000 - 2500,,,,,,,10000 - 20000,walk,3.600879887401015e-05
,2000 - 2500,,,,,,,20000+,bike,7.483096612463276e-05
,2000 - 2500,,,,,,,20000+,car,0.005079765238000035
,2000 - 2500,,,,,,,20000+,pt,0.005229902134772598
,2000 - 2500,,,,,,,20000+,ride,0.000901601935534167
,2000 - 2500,,,,,,,20000+,walk,3.61293698684337e-05
,2500 - 3000,,,,,,,0 - 1000,bike,0.005544207739577417
,2500 - 3000,,,,,,,0 - 1000,car,0.0014588961961026264
,2500 - 3000,,,,,,,0 - 1000,pt,0.0003048509077203061
,2500 - 3000,,,,,,,0 - 1000,ride,0.0006879101456718015
,2500 - 3000,,,,,,,0 - 1000,walk,0.029270284357273163
,2500 - 3000,,,,,,,1000 - 2000,bike,0.00633020545030976
,2500 - 3000,,,,,,,1000 - 2000,car,0.003245774334200539
,2500 - 3000,,,,,,,1000 - 2000,pt,0.002125868707635207
,2500 - 3000,,,,,,,1000 - 2000,ride,0.0016155525021375162
,2500 - 3000,,,,,,,1000 - 2000,walk,0.006133520787473724
,2500 - 3000,,,,,,,2000 - 5000,bike,0.007426455872809053
,2500 - 3000,,,,,,,2000 - 5000,car,0.007279587790666793
,2500 - 3000,,,,,,,2000 - 5000,pt,0.0076801331657077535
,2500 - 3000,,,,,,,2000 - 5000,ride,0.0030521552381807433
,2500 - 3000,,,,,,,2000 - 5000,walk,0.001542136814597813
,2500 - 3000,,,,,,,5000 - 10000,bike,0.0037749584956798133
,2500 - 3000,,,,,,,5000 - 10000,car,0.007461648801143737
,2500 - 3000,,,,,,,5000 - 10000,pt,0.009582388158485788
,2500 - 3000,,,,,,,5000 - 10000,ride,0.0022477203626520845
,2500 - 3000,,,,,,,5000 - 10000,walk,0.0001536879890764281
,2500 - 3000,,,,,,,10000 - 20000,bike,0.0012081185487463246
,2500 - 3000,,,,,,,10000 - 20000,car,0.006814756470970508
,2500 - 3000,,,,,,,10000 - 20000,pt,0.007843899499658327
,2500 - 3000,,,,,,,10000 - 20000,ride,0.0014130990584398904
,2500 - 3000,,,,,,,10000 - 20000,walk,1.7184900409864395e-05
,2500 - 3000,,,,,,,20000+,bike,4.8021257507998824e-05
,2500 - 3000,,,,,,,20000+,car,0.0036544586061314304
,2500 - 3000,,,,,,,20000+,pt,0.003034648766038632
,2500 - 3000,,,,,,,20000+,ride,0.0005827708624565367
,2500 - 3000,,,,,,,20000+,walk,3.376831297463818e-05
,3000 - 3500,,,,,,,0 - 1000,bike,0.002860931874608048
,3000 - 3500,,,,,,,0 - 1000,car,0.0008119372239650387
,3000 - 3500,,,,,,,0 - 1000,pt,0.0001158765544412623
,3000 - 3500,,,,,,,0 - 1000,ride,0.00014697374229618278
,3000 - 3500,,,,,,,0 - 1000,walk,0.014716564341678636
,3000 - 3500,,,,,,,1000 - 2000,bike,0.002781309487972375
,3000 - 3500,,,,,,,1000 - 2000,car,0.0018134537436297555
,3000 - 3500,,,,,,,1000 - 2000,pt,0.0010632575169495617
,3000 - 3500,,,,,,,1000 - 2000,ride,0.0005541184697264824
,3000 - 3500,,,,,,,1000 - 2000,walk,0.0035274521190151735
,3000 - 3500,,,,,,,2000 - 5000,bike,0.004843343001065972
,3000 - 3500,,,,,,,2000 - 5000,car,0.00477139018503915
,3000 - 3500,,,,,,,2000 - 5000,pt,0.004948395647820816
,3000 - 3500,,,,,,,2000 - 5000,ride,0.0011973276698769794
,3000 - 3500,,,,,,,2000 - 5000,walk,0.0009452481632223882
,3000 - 3500,,,,,,,5000 - 10000,bike,0.002431137842946923
,3000 - 3500,,,,,,,5000 - 10000,car,0.005205181972562948
,3000 - 3500,,,,,,,5000 - 10000,pt,0.005712633764319923
,3000 - 3500,,,,,,,5000 - 10000,ride,0.0008608140518115134
,3000 - 3500,,,,,,,5000 - 10000,walk,0.00012264528038174934
,3000 - 3500,,,,,,,10000 - 20000,bike,0.0006806253975174191
,3000 - 3500,,,,,,,10000 - 20000,car,0.004831832407270838
,3000 - 3500,,,,,,,10000 - 20000,pt,0.005351924327253809
,3000 - 3500,,,,,,,10000 - 20000,ride,0.0006515125416586986
,3000 - 3500,,,,,,,10000 - 20000,walk,4.526485760205015e-05
,3000 - 3500,,,,,,,20000+,bike,4.9465878388620434e-05
,3000 - 3500,,,,,,,20000+,car,0.002856194780435444
,3000 - 3500,,,,,,,20000+,pt,0.0023111797096313095
,3000 - 3500,,,,,,,20000+,ride,0.0002716458109058672
,3000 - 3500,,,,,,,20000+,walk,2.0516279156104047e-05
,3500+,,,,,,,0 - 1000,bike,0.0011885368007714904
,3500+,,,,,,,0 - 1000,car,0.0008319862143763857
,3500+,,,,,,,0 - 1000,pt,0.00018413620219500206
,3500+,,,,,,,0 - 1000,ride,8.628563151404969e-05
,3500+,,,,,,,0 - 1000,walk,0.012699405237249986
,3500+,,,,,,,1000 - 2000,bike,0.0017758231692797713
,3500+,,,,,,,1000 - 2000,car,0.0013839984381557775
,3500+,,,,,,,1000 - 2000,pt,0.0009031963075596313
,3500+,,,,,,,1000 - 2000,ride,0.0003457881810874538
,3500+,,,,,,,1000 - 2000,walk,0.0030657979954508297
,3500+,,,,,,,2000 - 5000,bike,0.0031056708512328646
,3500+,,,,,,,2000 - 5000,car,0.0038179158711356877
,3500+,,,,,,,2000 - 5000,pt,0.003950727587572613
,3500+,,,,,,,2000 - 5000,ride,0.000640982132208217
,3500+,,,,,,,2000 - 5000,walk,0.0008549573692945356
,3500+,,,,,,,5000 - 10000,bike,0.001958660802041588
,3500+,,,,,,,5000 - 10000,car,0.00409879672467678
,3500+,,,,,,,5000 - 10000,pt,0.004526644567650031
,3500+,,,,,,,5000 - 10000,ride,0.00048194876157691855
,3500+,,,,,,,5000 - 10000,walk,0.00017583051657771263
,3500+,,,,,,,10000 - 20000,bike,0.0005718240243141903
,3500+,,,,,,,10000 - 20000,car,0.003192700217735416
,3500+,,,,,,,10000 - 20000,pt,0.003556186187792869
,3500+,,,,,,,10000 - 20000,ride,0.0004541693477808002
,3500+,,,,,,,10000 - 20000,walk,0.0001122322813677985
,3500+,,,,,,,20000+,bike,9.562446794708987e-05
,3500+,,,,,,,20000+,car,0.0021962310670757546
,3500+,,,,,,,20000+,pt,0.0015844472783271722
,3500+,,,,,,,20000+,ride,0.00021959159781675947
,3500+,,,,,,,20000+,walk,4.448700616509088e-06
,,very_low,,,,,,0 - 1000,bike,0.003895150252724332
,,very_low,,,,,,0 - 1000,car,0.0006835962799059112
,,very_low,,,,,,0 - 1000,pt,0.0007425830014889377
,,very_low,,,,,,0 - 1000,ride,0.0003232708411527578
,,very_low,,,,,,0 - 1000,walk,0.024503789039302146
,,very_low,,,,,,1000 - 2000,bike,0.004860417837542784
,,very_low,,,,,,1000 - 2000,car,0.001738265257347784
,,very_low,,,,,,1000 - 2000,pt,0.003101386973557319
,,very_low,,,,,,1000 - 2000,ride,0.0010543906415015553
,,very_low,,,,,,1000 - 2000,walk,0.006757709193117099
,,very_low,,,,,,2000 - 5000,bike,0.005495606084188056
,,very_low,,,,,,2000 - 5000,car,0.0034907156643642356
,,very_low,,,,,,2000 - 5000,pt,0.009600500948067884
,,very_low,,,,,,2000 - 5000,ride,0.0018611507681689991
,,very_low,,,,,,2000 - 5000,walk,0.0017968922673841257
,,very_low,,,,,,5000 - 10000,bike,0.002360439754014816
,,very_low,,,,,,5000 - 10000,car,0.0028172397206474306
,,very_low,,,,,,5000 - 10000,pt,0.010816093798945986
,,very_low,,,,,,5000 - 10000,ride,0.001280683662037795
,,very_low,,,,,,5000 - 10000,walk,0.00015469118903730609
,,very_low,,,,,,10000 - 20000,bike,0.00045504863311185786
,,very_low,,,,,,10000 - 20000,car,0.0021385716980306464
,,very_low,,,,,,10000 - 20000,pt,0.007451266819977843
,,very_low,,,,,,10000 - 20000,ride,0.0005553341685618911
,,very_low,,,,,,10000 - 20000,walk,0.00011314125340593472
,,very_low,,,,,,20000+,bike,4.6028992904274676e-05
,,very_low,,,,,,20000+,car,0.0010199686807597032
,,very_low,,,,,,20000+,pt,0.002627560749546986
,,very_low,,,,,,20000+,ride,0.0004075626900299631
,,very_low,,,,,,20000+,walk,4.21088680698872e-06
,,low,,,,,,0 - 1000,bike,0.006241116902119011
,,low,,,,,,0 - 1000,car,0.00134046574324711
,,low,,,,,,0 - 1000,pt,0.0007384540947088326
,,low,,,,,,0 - 1000,ride,0.0005094629130384402
,,low,,,,,,0 - 1000,walk,0.03920037784195753
,,low,,,,,,1000 - 2000,bike,0.007867669294968634
,,low,,,,,,1000 - 2000,car,0.0030173305040798147
,,low,,,,,,1000 - 2000,pt,0.004083224396724296
,,low,,,,,,1000 - 2000,ride,0.0013870383366542736
,,low,,,,,,1000 - 2000,walk,0.008246169062734217
,,low,,,,,,2000 - 5000,bike,0.008308428172845024
,,low,,,,,,2000 - 5000,car,0.006596768784681178
,,low,,,,,,2000 - 5000,pt,0.013537648619521605
,,low,,,,,,2000 - 5000,ride,0.002677819509566399
,,low,,,,,,2000 - 5000,walk,0.0025008669839560816
,,low,,,,,,5000 - 10000,bike,0.0035941337264417906
,,low,,,,,,5000 - 10000,car,0.006941499841308457
,,low,,,,,,5000 - 10000,pt,0.014637641084920973
,,low,,,,,,5000 - 10000,ride,0.0019418204927624432
,,low,,,,,,5000 - 10000,walk,0.000221958266843248
,,low,,,,,,10000 - 20000,bike,0.00096652111685562
,,low,,,,,,10000 - 20000,car,0.004933119269631762
,,low,,,,,,10000 - 20000,pt,0.010297870138991352
,,low,,,,,,10000 - 20000,ride,0.0011172416585507996
,,low,,,,,,10000 - 20000,walk,6.389444107266942e-05
,,low,,,,,,20000+,bike,9.67365414613915e-05
,,low,,,,,,20000+,car,0.0021419788067012233
,,low,,,,,,20000+,pt,0.003880473886438232
,,low,,,,,,20000+,ride,0.0005131875535191973
,,low,,,,,,20000+,walk,5.584812783844061e-05
,,medium,,,,,,0 - 1000,bike,0.014772634985928911
,,medium,,,,,,0 - 1000,car,0.0041873229430365215
,,medium,,,,,,0 - 1000,pt,0.0013188909253998493
,,medium,,,,,,0 - 1000,ride,0.0015566683277926615
,,medium,,,,,,0 - 1000,walk,0.08843519533764378
,,medium,,,,,,1000 - 2000,bike,0.01708683140439788
,,medium,,,,,,1000 - 2000,car,0.009772750100338746
,,medium,,,,,,1000 - 2000,pt,0.007208773992526703
,,medium,,,,,,1000 - 2000,ride,0.0037979717410225725
,,medium,,,,,,1000 - 2000,walk,0.02018702280878926
,,medium,,,,,,2000 - 5000,bike,0.020504014237727027
,,medium,,,,,,2000 - 5000,car,0.02059773037888059
,,medium,,,,,,2000 - 5000,pt,0.024675793914724214
,,medium,,,,,,2000 - 5000,ride,0.007221127026899627
,,medium,,,,,,2000 - 5000,walk,0.004910966896435656
,,medium,,,,,,5000 - 10000,bike,0.009621825913554058
,,medium,,,,,,5000 - 10000,car,0.021390910954339228
,,medium,,,,,,5000 - 10000,pt,0.030143765961499078
,,medium,,,,,,5000 - 10000,ride,0.005512513135160391
,,medium,,,,,,5000 - 10000,walk,0.0006583672457449676
,,medium,,,,,,10000 - 20000,bike,0.0024928244678591267
,,medium,,,,,,10000 - 20000,car,0.015380569330392066
,,medium,,,,,,10000 - 20000,pt,0.023445796080006093
,,medium,,,,,,10000 - 20000,ride,0.00272964490244158
,,medium,,,,,,10000 - 20000,walk,0.00015252524487939558
,,medium,,,,,,20000+,bike,0.0002452685669688479
,,medium,,,,,,20000+,car,0.008181510786603936
,,medium,,,,,,20000+,pt,0.00908352950987045
,,medium,,,,,,20000+,ride,0.001490830503753288
,,medium,,,,,,20000+,walk,5.9224611370123e-05
,,high,,,,,,0 - 1000,bike,0.010826809424109702
,,high,,,,,,0 - 1000,car,0.0025321259164881363
,,high,,,,,,0 - 1000,pt,0.0005430288767979061
,,high,,,,,,0 - 1000,ride,0.0007503198244729553
,,high,,,,,,0 - 1000,walk,0.0535164418507612
,,high,,,,,,1000 - 2000,bike,0.011930236443088656
,,high,,,,,,1000 - 2000,car,0.005792498288035809
,,high,,,,,,1000 - 2000,pt,0.004231282390423607
,,high,,,,,,1000 - 2000,ride,0.00240097624161661
,,high,,,,,,1000 - 2000,walk,0.012086437648208149
,,high,,,,,,2000 - 5000,bike,0.01624555715448259
,,high,,,,,,2000 - 5000,car,0.014474148245946837
,,high,,,,,,2000 - 5000,pt,0.016300554647247167
,,high,,,,,,2000 - 5000,ride,0.005182312277156859
,,high,,,,,,2000 - 5000,walk,0.0032004095123583454
,,high,,,,,,5000 - 10000,bike,0.008336129292266499
,,high,,,,,,5000 - 10000,car,0.014252485767182708
,,high,,,,,,5000 - 10000,pt,0.01999713429810155
,,high,,,,,,5000 - 10000,ride,0.003474380281835499
,,high,,,,,,5000 - 10000,walk,0.00022841383891580123
,,high,,,,,,10000 - 20000,bike,0.0022832769628509785
,,high,,,,,,10000 - 20000,car,0.01314625384477394
,,high,,,,,,10000 - 20000,pt,0.016579210144190944
,,high,,,,,,10000 - 20000,ride,0.0024959209608131716
,,high,,,,,,10000 - 20000,walk,7.642189321394491e-05
,,high,,,,,,20000+,bike,0.00010429598275408439
,,high,,,,,,20000+,car,0.007797956663677423
,,high,,,,,,20000+,pt,0.00639039256923691
,,high,,,,,,20000+,ride,0.0010770190503918823
,,high,,,,,,20000+,walk,8.188487514146019e-05
,,very_high,,,,,,0 - 1000,bike,0.0042038241817680365
,,very_high,,,,,,0 - 1000,car,0.0013341752307878697
,,very_high,,,,,,0 - 1000,pt,0.00021458928525936873
,,very_high,,,,,,0 - 1000,ride,0.0006572599945234244
,,very_high,,,,,,0 - 1000,walk,0.02315490270035298
,,very_high,,,,,,1000 - 2000,bike,0.0052382684334675985
,,very_high,,,,,,1000 - 2000,car,0.002826448040274582
,,very_high,,,,,,1000 - 2000,pt,0.0014550407921269327
,,very_high,,,,,,1000 - 2000,ride,0.0015750824458180812
,,very_high,,,,,,1000 - 2000,walk,0.004928860743810419
,,very_high,,,,,,2000 - 5000,bike,0.005691554353283089
,,very_high,,,,,,2000 - 5000,car,0.0064818078739411825
,,very_high,,,,,,2000 - 5000,pt,0.006243974717155943
,,very_high,,,,,,2000 - 5000,ride,0.0028107018444708193
,,very_high,,,,,,2000 - 5000,walk,0.0010921460020115058
,,very_high,,,,,,5000 - 10000,bike,0.003018168330259815
,,very_high,,,,,,5000 - 10000,car,0.006751068975089932
,,very_high,,,,,,5000 - 10000,pt,0.006852872329338049
,,very_high,,,,,,5000 - 10000,ride,0.0017618232080383325
,,very_high,,,,,,5000 - 10000,walk,0.0002541049800638162
,,very_high,,,,,,10000 - 20000,bike,0.0009391116920263958
,,very_high,,,,,,10000 - 20000,car,0.005745945343667224
,,very_high,,,,,,10000 - 20000,pt,0.006084850301363014
,,very_high,,,,,,10000 - 20000,ride,0.0010279004835750504
,,very_high,,,,,,10000 - 20000,walk,0.00012133247358305572
,,very_high,,,,,,20000+,bike,0.00014961424097119654
,,very_high,,,,,,20000+,car,0.0031678874050651957
,,very_high,,,,,,20000+,pt,0.002789185913247309
,,very_high,,,,,,20000+,ride,0.00045589771974189887
,,very_high,,,,,,20000+,walk,4.448700616509089e-06
,,,child,,,,,0 - 1000,bike,0.004692866529485639
,,,child,,,,,0 - 1000,car,3.3081677774786484e-06
,,,child,,,,,0 - 1000,pt,0.00013231100373825276
,,,child,,,,,0 - 1000,ride,0.0011997748347578991
,,,child,,,,,0 - 1000,walk,0.01840197515147046
,,,child,,,,,1000 - 2000,bike,0.003961887527723342
,,,child,,,,,1000 - 2000,car,4.606019997009655e-06
,,,child,,,,,1000 - 2000,pt,0.0013201840990155196
,,,child,,,,,1000 - 2000,ride,0.0031581025689356884
,,,child,,,,,1000 - 2000,walk,0.004408459652352422
,,,child,,,,,2000 - 5000,bike,0.0021397845306586616
,,,child,,,,,2000 - 5000,car,0.0
,,,child,,,,,2000 - 5000,pt,0.002554508777092543
,,,child,,,,,2000 - 5000,ride,0.004665859024253609
,,,child,,,,,2000 - 5000,walk,0.0005759960159007431
,,,child,,,,,5000 - 10000,bike,0.00025632080887674384
,,,child,,,,,5000 - 10000,car,0.0
,,,child,,,,,5000 - 10000,pt,0.0013247143312894864
,,,child,,,,,5000 - 10000,ride,0.0023296092882754667
,,,child,,,,,5000 - 10000,walk,6.910684087182668e-05
,,,child,,,,,10000 - 20000,bike,0.0
,,,child,,,,,10000 - 20000,car,0.0
,,,child,,,,,10000 - 20000,pt,0.00033923934533775933
,,,child,,,,,10000 - 20000,ride,0.0012007122956201768
,,,child,,,,,10000 - 20000,walk,2.928850332873569e-05
,,,child,,,,,20000+,bike,0.0
,,,child,,,,,20000+,car,0.0
,,,child,,,,,20000+,pt,0.00019696539216831793
,,,child,,,,,20000+,ride,0.00036551223345497206
,,,child,,,,,20000+,walk,1.2407207687113833e-05
,,,homemaker,,,,,0 - 1000,bike,0.0004125909152603389
,,,homemaker,,,,,0 - 1000,car,0.00021277936985541072
,,,homemaker,,,,,0 - 1000,pt,9.229593173153882e-05
,,,homemaker,,,,,0 - 1000,ride,4.016816717423426e-05
,,,homemaker,,,,,0 - 1000,walk,0.0035907786972401478
,,,homemaker,,,,,1000 - 2000,bike,0.0007368034837866882
,,,homemaker,,,,,1000 - 2000,car,0.000500935705792783
,,,homemaker,,,,,1000 - 2000,pt,0.0003408402984391401
,,,homemaker,,,,,1000 - 2000,ride,7.879225338336706e-05
,,,homemaker,,,,,1000 - 2000,walk,0.0009783322502679476
,,,homemaker,,,,,2000 - 5000,bike,0.0005036590766324672
,,,homemaker,,,,,2000 - 5000,car,0.0011662552263619096
,,,homemaker,,,,,2000 - 5000,pt,0.000752190310465438
,,,homemaker,,,,,2000 - 5000,ride,0.00023219446308315715
,,,homemaker,,,,,2000 - 5000,walk,0.00027790655986467086
,,,homemaker,,,,,5000 - 10000,bike,0.00012533305243492886
,,,homemaker,,,,,5000 - 10000,car,0.0006439551988876109
,,,homemaker,,,,,5000 - 10000,pt,0.0004930148128209032
,,,homemaker,,,,,5000 - 10000,ride,0.0001352589247426541
,,,homemaker,,,,,5000 - 10000,walk,1.3933437314208883e-05
,,,homemaker,,,,,10000 - 20000,bike,1.696408167077197e-05
,,,homemaker,,,,,10000 - 20000,car,0.0004103831410194768
,,,homemaker,,,,,10000 - 20000,pt,0.0002566363687182722
,,,homemaker,,,,,10000 - 20000,ride,0.0001384708892004928
,,,homemaker,,,,,10000 - 20000,walk,4.560943062508568e-06
,,,homemaker,,,,,20000+,bike,0.0
,,,homemaker,,,,,20000+,car,0.00011394892436480222
,,,homemaker,,,,,20000+,pt,0.00015581720908638437
,,,homemaker,,,,,20000+,ride,1.086802538544448e-05
,,,homemaker,,,,,20000+,walk,9.83534852131206e-06
,,,retiree,,,,,0 - 1000,bike,0.005652276047174647
,,,retiree,,,,,0 - 1000,car,0.003214139779060221
,,,retiree,,,,,0 - 1000,pt,0.0017290223064901813
,,,retiree,,,,,0 - 1000,ride,0.000948218998889611
,,,retiree,,,,,0 - 1000,walk,0.057386439186349524
,,,retiree,,,,,1000 - 2000,bike,0.005772858165709162
,,,retiree,,,,,1000 - 2000,car,0.007727904824459909
,,,retiree,,,,,1000 - 2000,pt,0.006643964183294398
,,,retiree,,,,,1000 - 2000,ride,0.002355386288541044
,,,retiree,,,,,1000 - 2000,walk,0.01388936798163634
,,,retiree,,,,,2000 - 5000,bike,0.004865284201097934
,,,retiree,,,,,2000 - 5000,car,0.016741347683255206
,,,retiree,,,,,2000 - 5000,pt,0.013323761508664878
,,,retiree,,,,,2000 - 5000,ride,0.0045800411926804705
,,,retiree,,,,,2000 - 5000,walk,0.004006439218441658
,,,retiree,,,,,5000 - 10000,bike,0.001315313046615281
